 #dectime HR   MN      Qh          Qe           T         H20         WS          DIR           P         Kdn         Ldn       Qstar    
   #units  h    m    W|m2        W|m2        degC        g|m3        m|s          deg         hPa        W|m2        W|m2        W|m2     
 189.1250   3   0 -6.2640      17.082      22.304      10.375      2.5740      297.85      1012.8     -3.0070      309.90     -88.645    
 189.1458   3  30  13.525     -1.9290      22.110      10.584      2.2620      282.75      1012.8     -2.9310      310.21     -86.814    
 189.1667   4   0  1.6320      7.6280      22.032      10.832      2.0830      300.48      1012.8     -2.8830      310.56     -85.835    
 189.1875   4  30  13.731      3.8140      21.948      10.462      2.1130      295.36      1012.8     -2.6800      310.91     -84.829    
 189.2083   5   0  18.218     -1.2810      21.701      10.338      2.3920      285.17      1012.7     -2.8140      309.89     -84.543    
 189.2292   5  30  5.8280     -3.4360      21.551      10.565      2.0540      284.91      1012.6     -2.8510      309.27     -84.407    
 189.2500   6   0  24.278      3.7730      21.429      10.664      2.2970      276.87      1012.7     -2.1020      309.03     -83.226    
 189.2708   6  30  1.3720      13.879      21.297      10.545      3.0860      282.07      1012.7      7.1920      308.88     -75.903    
 189.2917   7   0  25.145      4.0590      21.175      10.614      2.7140      301.04      1012.7      53.740      307.99     -45.559    
 189.3125   7  30  35.865      9.8380      21.083      10.798      2.8500      306.84      1012.8      120.45      307.97     -4.8100    
 189.3333   8   0  72.014      18.544      21.208      11.031      2.2940      307.77      1013.0      200.60      310.31      54.225    
 189.3542   8  30  77.724      35.408      21.528      10.960      1.5250      330.55      1013.0      288.15      312.19      120.19    
 189.3750   9   0  121.77      27.361      21.817      11.075      2.0940      313.36      1013.1      374.35      313.79      183.46    
 189.3958   9  30  165.00     -2.3680      22.224      10.914      2.2170      289.25      1013.2      463.10      317.46      249.58    
 189.4167  10   0 -999.00     -999.00      22.445      10.652      2.7030      275.05      1013.2      555.05      319.88      320.30    
 189.4375  10  30  208.88      59.440      23.148      10.581      2.8270      301.80      1013.1      645.35      323.83      391.68    
 189.4583  11   0  304.70     -31.115      23.848      11.586      2.6030      284.64      1013.2      719.00      330.08      451.49    
 189.4792  11  30  217.86     -999.00      24.248     -999.00      3.3310      306.60      1013.2      784.50      331.95      500.33    
 189.5000  12   0  281.62     -999.00      24.777     -999.00      3.4480      303.29      1013.0      838.50      335.38      542.79    
 189.5208  12  30  422.74     -53.493      24.842      10.936      3.6820      282.89      1013.0      870.00      338.42      569.40    
 189.5417  13   0  446.03      42.411      24.308      11.775      4.3120      271.11      1013.0      877.00      340.49      579.98    
 189.5625  13  30  431.03     -53.753      24.166      11.713      4.5810      253.46      1013.0      911.00      341.64      608.12    
 189.5833  14   0  462.50     -15.792      24.375      11.937      4.6970      252.25      1012.8      922.00      342.64      616.22    
 189.6042  14  30  428.71     -69.565      24.345      12.050      5.0880      262.25      1012.9      905.50      342.11      604.22    
 189.6250  15   0  436.70      62.165      24.077      12.442      5.5090      257.50      1012.8      889.00      341.44      595.09    
 189.6458  15  30  542.22     -55.518      24.552      12.544      4.7690      254.38      1012.7      853.00      343.65      569.55    
 189.6667  16   0  572.98     -999.00      24.654     -999.00      4.0300      250.00      1012.7      811.50      342.69      537.24    
 189.6875  16  30  354.81     -999.00      24.159     -999.00      4.6460      246.77      1012.6      762.00      337.79      499.29    
 189.7083  17   0  395.57      25.315      24.419      13.065      3.1460      278.92      1012.4      693.20      338.36      446.74    
 189.7292  17  30  402.60      47.862      24.569      12.800      3.2250      269.27      1012.3      609.05      337.08      376.96    
 189.7500  18   0  370.74      26.812      24.177      12.911      4.4690      254.29      1012.2      517.95      334.27      302.40    
 189.7708  18  30  276.99      22.466      24.287      12.793      4.2960      251.53      1012.2      394.45      334.11      204.33    
 189.7917  19   0  283.37      17.242      24.558      12.710      2.7130      248.75      1012.2      213.10      336.07      66.500    
 189.8125  19  30  206.60      43.752      24.323      11.987      3.3950      264.93      1012.3      226.65      334.53      73.325    
 189.8333  20   0  182.62      19.667      24.322      11.742      2.7850      269.17      1012.5      131.20      331.77     -2.8000    
 189.8542  20  30  114.09      27.690      24.050      11.484      2.6200      272.17      1012.6      64.355      330.30     -48.865    
 189.8750  21   0  90.368      14.723      23.795      11.707      2.5850      265.43      1012.7      28.375      334.06     -65.359    
 189.8958  21  30  42.913      1.5840      23.723      11.933      1.7710      290.33      1012.7      1.9680      332.51     -82.318    
 189.9167  22   0  82.365     -8.9910      23.732      12.229      1.4080      264.08      1012.9     -2.5300      335.28     -81.325    
 189.9375  22  30  43.376      3.3440      23.464      12.536      1.8330      306.18      1013.1     -2.7980      334.20     -80.090    
 189.9583  23   0  42.176      12.322      23.423      12.593      1.2430      302.17      1013.2     -2.7010      338.10     -75.039    
 189.9792  23  30  65.499     -32.226      23.481      13.013      1.5830      302.74      1013.3     -1.7920      351.43     -61.251    
 190.0000   0   0  36.837     -1.7950      23.290      13.053      2.6420      299.37      1013.5     -1.5710      361.63     -50.534    
 190.0208   0  30  41.287     -23.596      23.162      13.295      2.2100      300.16      1013.5     -2.4420      341.76     -69.405    
 190.0417   1   0  22.773     -22.221      23.005      13.403      2.2290      309.10      1013.5     -2.4700      336.89     -72.680    
 190.0625   1  30  36.339     -18.779      22.977      13.465      1.3180      327.48      1013.2     -2.5870      335.63     -73.189    
 190.0833   2   0  8.0900     -8.3500      22.866      13.532      1.3650      341.36      1012.9     -2.1080      341.59     -66.075    
 190.1042   2  30  11.666     -11.905      22.806      13.352      1.2070      25.876      1012.5     -2.1770      339.73     -67.161    
 190.1250   3   0  20.626     -11.223      22.738      13.565      0.8070      286.83      1012.6     -2.3270      336.78     -69.195    
 190.1458   3  30  20.842     -13.233      22.646      13.851      1.0230      304.65      1012.4     -2.3460      338.88     -66.576    
 190.1667   4   0 0.52100      2.7470      22.497      13.093      0.6390      53.211      1012.3     -2.2580      336.02     -68.335    
 190.1875   4  30  19.579     -10.211      22.592      12.971      0.0700      128.47      1012.1     -2.1860      333.93     -70.246    
 190.2083   5   0 -1.0450     -2.2050      21.956      12.870     0.91500      34.802      1012.0     -2.4220      335.58     -66.162    
 190.2292   5  30  25.002     -5.1530      21.931      12.856     0.93700      68.096      1011.7     -1.6990      342.21     -58.792    
 190.2500   6   0  26.302     -3.5160      21.787      12.944     0.30500      93.639      1011.6    -0.83500      363.40     -37.711    
 190.2708   6  30  49.327      4.9130      22.240      13.054     0.46500      191.36      1011.7      6.1560      365.97     -31.881    
 190.2917   7   0  47.353     -29.195      22.336      13.512     0.97800      265.17      1011.8      23.250      361.79     -23.665    
 190.3125   7  30  35.999     -10.420      22.245      13.749      1.2490      315.85      1011.9      40.945      338.48     -32.297    
 190.3333   8   0  15.837     -15.204      22.184      13.106     0.76500      86.408      1011.8      165.80      333.46      46.398    
 190.3542   8  30  70.213      3.2160      22.711      13.277     0.61800      91.222      1011.8      249.15      336.31      107.90    
 190.3750   9   0  121.68     -3.1050      23.141      13.787      1.5770      298.15      1012.1      321.20      339.80      162.41    
 190.3958   9  30  167.52      7.5320      23.331      13.984      1.4190      309.93      1012.0      425.35      342.63      239.40    
 190.4167  10   0  178.29      2.2170      23.579      14.048      1.7600      303.24      1011.9      501.40      346.35      298.82    
 190.4375  10  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 190.4583  11   0  226.98     -12.716      24.218      14.428      1.9260      261.57      1011.9      554.35      357.36      365.61    
 190.4792  11  30  306.76     -999.00      24.530     -999.00      1.9640      302.40      1011.9      737.50      354.49      508.59    
 190.5000  12   0  330.51     -999.00      24.427     -999.00      2.7920      245.16      1012.0      716.35      355.49      487.37    
 190.5208  12  30  394.58      118.73      24.838      14.426      2.9950      247.85      1012.0      810.50      358.47      561.04    
 190.5417  13   0  616.26      40.901      24.784      14.553      3.5470      232.89      1012.1      828.00      358.46      577.09    
 190.5625  13  30  381.38      55.681      24.977      13.853      3.6200      247.92      1012.1      821.00      361.52      571.11    
 190.5833  14   0  196.51      136.51      24.577      13.023      4.9330      242.66      1012.4      725.75      357.65      490.05    
 190.6042  14  30  443.19      172.43      25.131      13.557      3.2780      249.93      1012.3      802.00      364.65      558.95    
 190.6250  15   0  371.56      154.41      25.143      13.507      3.1410      243.85      1012.0      588.60      366.59      386.90    
 190.6458  15  30  340.75      52.250      25.150      14.428      2.8550      246.34      1011.6      644.80      370.96      439.73    
 190.6667  16   0  405.22     -36.768      25.547      14.811      1.9420      253.44      1011.4      631.05      358.74      432.01    
 190.6875  16  30  451.98      111.79      25.921      14.347      1.8390      236.50      1011.1      681.05      347.31      463.94    
 190.7083  17   0  290.04     -30.599      25.884      14.627      1.9610      257.17      1011.0      648.55      344.67      434.67    
 190.7292  17  30  363.44      3.8840      25.740      15.135      2.3220      255.06      1010.7      533.80      343.49      339.20    
 190.7500  18   0  208.57      118.14      24.817      15.947      3.5830      246.23      1010.7      370.75      348.02      216.05    
 190.7708  18  30  240.07      218.18      24.539      15.668      2.9640      238.50      1010.5      293.45      342.43      151.97    
 190.7917  19   0  452.93     -127.88      24.601      16.741      2.2440      231.46      1010.3      233.65      338.83      103.40    
 190.8125  19  30  204.49      8.6120      24.402      16.794      2.3320      252.75      1010.4      129.50      336.33      22.090    
 190.8333  20   0  155.23     -11.210      24.093      16.858      2.4220      234.41      1010.6      79.175      338.51     -10.730    
 190.8542  20  30  73.569     -18.783      24.055      16.821      1.9940      242.58      1010.9      43.115      335.82     -39.275    
 190.8750  21   0  68.240     -21.319      23.960      16.797      1.9810      240.94      1011.1      19.650      333.76     -57.076    
 190.8958  21  30  77.804      16.746      23.989      16.363      1.6090      268.49      1011.2      2.2630      338.47     -64.950    
 190.9167  22   0  45.764      2.9200      24.024      16.396      1.3790      313.29      1011.2     -2.2820      338.56     -67.314    
 190.9375  22  30  45.191      35.372      23.940      16.061      1.3080      303.47      1011.3     -2.4590      337.18     -67.436    
 190.9583  23   0  39.621      91.604      24.118      15.843     0.85500      316.52      1011.3     -2.5950      332.80     -71.795    
 190.9792  23  30  9.4690      56.644      24.314      14.336     0.90000      33.172      1011.4     -2.1490      325.40     -78.514    
 191.0000   0   0  31.212      22.065      24.190      14.801     0.99800      82.742      1011.3     -2.3770      325.99     -76.261    
 191.0208   0  30  17.934     -1.6480      24.250      14.243     0.82400      108.56      1011.3     -2.3060      324.31     -77.480    
 191.0417   1   0  4.7140      35.195      24.157      13.564     0.94500      105.31      1011.2     -2.4860      321.54     -79.566    
 191.0625   1  30  33.825      1.1210      23.987      13.206      1.0450      95.478      1011.1     -2.4200      321.51     -78.428    
 191.0833   2   0  6.3280     -5.5920      23.530      13.074      1.4150      91.775      1011.0     -2.7450      316.90     -80.814    
 191.1042   2  30 -4.0500      8.2630      23.219      12.902      1.6730      99.310      1010.8     -2.6910      314.44     -81.501    
 191.1250   3   0  2.4820      9.6020      23.110      12.625      1.9850      103.15      1010.4     -2.4140      313.52     -81.381    
 191.1458   3  30  12.015     -8.8460      22.912      12.689      1.7890      116.55      1010.2     -2.6530      313.84     -80.277    
 191.1667   4   0  24.637      14.973      22.540      12.781      2.0300      125.61      1010.0     -2.4340      313.25     -79.141    
 191.1875   4  30  5.2300      38.239      22.595      12.290     0.72100      67.471      1009.8     -2.7210      313.27     -79.641    
 191.2083   5   0  26.467      6.7460      22.324      12.051     0.66300      59.542      1009.8     -2.7810      313.39     -78.122    
 191.2292   5  30  22.998      5.3370      22.314      12.042     0.98700      124.04      1010.0     -2.1030      316.16     -74.555    
 191.2500   6   0  33.061     -4.8240      22.150      12.188      1.1710      126.14      1010.1     -1.4120      329.27     -60.532    
 191.2708   6  30  5.8740     -3.0820      22.091      12.376      1.1250      105.67      1010.1      8.8670      341.19     -40.962    
 191.2917   7   0  13.695     -4.3690      22.332      12.861      1.2070      84.152      1010.2      37.025      337.28     -23.537    
 191.3125   7  30  53.427      5.4380      22.204      13.475      1.2440      75.667      1010.1      73.735      320.70     -12.293    
 191.3333   8   0  52.967     -22.522      22.360      13.635     0.96000      82.702      1010.3      108.85      348.15      41.244    
 191.3542   8  30  91.862     -4.3780      22.868      14.245     0.73900      139.09      1010.7      124.90      371.80      75.322    
 191.3750   9   0  90.272     -33.223      23.272      14.329     0.94000      314.25      1011.0      199.40      352.61      112.55    
 191.3958   9  30  53.370      8.5320      23.513      14.357      1.2410      316.75      1011.2      167.25      336.19      71.070    
 191.4167  10   0  164.21      8.4380      23.769      14.512      1.5160      319.80      1011.3      464.85      348.93      312.18    
 191.4375  10  30  160.57      29.156      23.807      14.715      1.6530      264.99      1011.3      491.40      345.01      328.18    
 191.4583  11   0  248.55      42.003      24.067      14.518      2.2470      308.83      1011.3      673.15      337.00      461.39    
 191.4792  11  30  290.40     -999.00      24.335     -999.00      2.4270      273.37      1011.3      674.80      339.43      460.75    
 191.5000  12   0  387.12     -999.00      24.918     -999.00      2.1240      257.81      1011.2      740.00      342.54      512.77    
 191.5208  12  30  410.11      38.769      24.721      14.408      2.8860      268.12      1011.2      811.00      342.17      567.35    
 191.5417  13   0  310.69      2.4040      24.703      14.347      3.1000      256.44      1010.9      855.50      342.63      602.43    
 191.5625  13  30  350.26     -67.863      24.876      14.710      3.3480      252.52      1010.7      884.00      345.17      626.77    
 191.5833  14   0  408.41      74.289      24.788      14.821      4.1610      241.89      1010.9      829.50      344.86      582.66    
 191.6042  14  30  532.36      61.369      24.841      14.872      4.2390      245.75      1011.0      883.50      342.81      624.63    
 191.6250  15   0  510.10      60.867      24.869      14.781      4.0960      245.20      1011.1      862.50      342.35      608.01    
 191.6458  15  30  410.22     -11.915      24.703      14.905      3.9530      227.69      1011.1      828.00      342.20      582.30    
 191.6667  16   0  426.23     -999.00      24.816     -999.00      3.3930      220.87      1011.0      790.00      341.55      552.72    
 191.6875  16  30  338.85      92.622      24.771      14.753      3.8980      216.70      1011.1      739.50      339.83      512.68    
 191.7083  17   0  285.04      107.38      25.393      13.917      3.1700      211.23      1011.1      672.50      339.08      454.09    
 191.7292  17  30  414.71      110.06      25.339      14.445      3.2920      218.64      1011.0      601.60      335.12      392.23    
 191.7500  18   0  252.61     -60.059      25.406      14.318      2.6880      224.27      1011.0      514.00      330.74      313.43    
 191.7708  18  30  274.85      63.737      25.690      13.515      1.9570      223.36      1010.9      378.10      329.74      199.39    
 191.7917  19   0  218.33      2.4170      25.969      13.571      1.5270      220.46      1010.9      237.35      334.56      93.635    
 191.8125  19  30  202.61      22.767      25.892      13.318      1.5650      201.53      1011.1      222.90      342.63      84.491    
 191.8333  20   0  62.390      24.528      26.035      12.816      1.6500      216.64      1011.1      112.35      332.26     -8.4920    
 191.8542  20  30  60.715      6.4270      25.980      12.823      2.1870      219.32      1011.3      93.750      333.44     -24.742    
 191.8750  21   0  100.01      43.144      25.716      13.673      2.2760      164.21      1011.5      42.055      332.15     -57.648    
 191.8958  21  30  55.711      6.9390      25.198      14.198      2.5500      157.17      1011.7      5.6650      329.04     -79.542    
 191.9167  22   0  77.605      3.7650      25.070      14.373      2.1340      154.69      1012.1     -2.4660      328.94     -82.951    
 191.9375  22  30  28.422      2.6370      24.583      14.423      3.0190      155.98      1012.4     -2.5120      327.45     -80.957    
 191.9583  23   0  44.580      25.273      24.698      14.271      2.4390      150.02      1012.5     -2.3170      326.83     -80.691    
 191.9792  23  30  28.613      8.2370      24.628      13.948      2.3050      153.81      1012.7     -2.3440      326.16     -80.231    
 192.0000   0   0  82.757     -5.4340      24.642      14.021      1.2670      160.90      1012.9     -2.8030      325.73     -80.464    
 192.0208   0  30  48.414     -1.1590      24.626      14.063     0.85300      153.81      1013.0     -2.7450      324.74     -80.573    
 192.0417   1   0  17.806      8.8250      24.746      14.161     0.32000      284.43      1013.1     -2.5040      322.90     -82.003    
 192.0625   1  30  26.864     -56.874      24.839      14.073     0.52900      335.80      1013.0     -2.2350      320.38     -83.892 
 192.0833   2   0  10.918      46.041      24.906      13.210     0.82000      303.41      1012.9     -2.5320      318.90     -85.400    
 192.1042   2  30 -1.2880      17.152      24.577      12.141      1.9060      285.93      1012.9     -2.4850      317.68     -84.842    
 192.1250   3   0  9.7330      31.893      24.285      11.463      2.9030      299.33      1012.8     -2.7600      314.69     -86.682    
 192.1458   3  30  7.6040      45.919      24.075      10.955      4.4490      313.14      1012.6     -2.7050      311.40     -89.160    
 192.1667   4   0  9.0660      22.512      23.838      11.050      4.4200      315.29      1012.6     -2.8420      311.17     -88.541    
 192.1875   4  30  8.6310      26.208      23.515      10.989      4.7380      307.48      1012.8     -2.8460      308.96     -89.297    
 192.2083   5   0  15.085      37.930      23.186      10.844      4.1260      307.34      1012.8     -2.8750      307.32     -89.580    
 192.2292   5  30  15.883      28.047      22.895      10.691      3.4340      296.66      1012.8     -2.9590      305.90     -89.591    
 192.2500   6   0  22.160      21.242      22.558      10.692      3.7330      307.10      1012.9     -2.4020      303.60     -89.885    
 192.2708   6  30  29.131      14.772      22.264      10.682      4.5440      312.54      1013.1      6.1100      302.00     -83.618    
 192.2917   7   0  56.029      15.353      21.846      10.917      6.0240      315.23      1013.3      48.300      300.67     -53.658    
 192.3125   7  30  73.286      57.837      21.906      10.812      4.5550      324.13      1013.6      113.10      301.45     -7.9910    
 192.3333   8   0  67.366      30.140      22.036      10.325      4.0990      328.14      1013.7      192.05      302.10      53.067    
 192.3542   8  30  122.61      73.401      22.161      10.311      4.3940      314.96      1013.9      275.10      303.91      119.86    
 192.3750   9   0  155.29      38.176      22.445      9.8850      5.0740      319.69      1014.1      362.15      304.70      186.92    
 192.3958   9  30  162.78      21.453      22.875      9.7630      4.8440      320.07      1014.3      450.50      307.73      256.07    
 192.4167  10   0  249.88      32.564      23.013      9.6410      5.1740      319.39      1014.4      540.65      310.51      329.40    
 192.4375  10  30  256.09      41.563      23.160      9.6010      5.1470      312.45      1014.3      627.10      311.90      398.41    
 192.4583  11   0  190.96      44.941      23.457      9.6210      5.0770      309.29      1014.5      703.45      314.68      460.30    
 192.4792  11  30  226.50     -999.00      23.813     -999.00      5.6380      307.63      1014.6      774.00      317.18      517.23    
 192.5000  12   0  228.76     -999.00      24.191     -999.00      5.1030      304.29      1014.6      824.00      321.44      558.91    
 192.5208  12  30  292.27      125.32      24.759      9.4980      4.9280      303.98      1014.6      862.00      324.39      588.76    
 192.5417  13   0  285.86      85.442      25.145      8.9170      4.7030      301.60      1014.6      889.00      326.87      609.53    
 192.5625  13  30  275.49      127.37      25.648      9.3020      4.9570      302.42      1014.5      899.50      330.38      618.92    
 192.5833  14   0  436.77      90.992      25.343      10.756      4.9930      279.34      1014.5      904.00      330.96      625.04    
 192.6042  14  30  539.37      27.752      24.674      11.445      5.9930      274.92      1014.6      901.00      328.66      624.79    
 192.6250  15   0  589.85      127.03      24.774      11.353      5.6130      270.65      1014.5      880.00      328.55      609.11    
 192.6458  15  30  513.86     -999.00      24.790     -999.00      5.8330      270.55      1014.3      850.00      328.19      586.22    
 192.6667  16   0  587.75     -999.00      24.863     -999.00      6.1730      272.93      1014.2      809.00      328.26      555.08    
 192.6875  16  30  428.71      90.086      24.676      11.943      7.4450      273.82      1014.0      751.50      327.24      509.80    
 192.7083  17   0  362.97      72.672      24.827      12.007      6.4290      274.76      1013.9      681.85      328.09      453.77    
 192.7292  17  30  375.84      99.614      24.775      12.334      6.7660      275.63      1013.7      602.60      326.19      385.21    
 192.7500  18   0  332.69      48.355      25.182      12.666      5.3960      270.20      1013.5      508.65      326.71      304.44    
 192.7708  18  30  414.50      35.549      25.570      12.738      4.4550      272.04      1013.2      408.45      327.40      219.66    
 192.7917  19   0  250.15      47.092      25.242      12.813      7.1450      276.51      1012.9      307.75      325.62      136.24    
 192.8125  19  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 192.8333  20   0 -999.00     -999.00      26.034      12.440      6.3620      275.02      1012.6      151.25      328.08      14.408    
 192.8542  20  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00
 192.8750  21   0  42.435     -999.00      26.761     -999.00      4.7210      298.54      1012.8      38.485      325.11     -70.237    
 192.8958  21  30  24.675      22.429      26.443      10.953      4.5320      298.48      1013.0      6.5230      324.37     -85.517    
 192.9167  22   0  53.764      50.633      25.988      10.502      6.4400      305.98      1013.3     -2.2200      321.53     -90.898    
 192.9375  22  30  25.008      22.547      25.496      10.843      6.5240      305.99      1013.5     -2.5740      318.98     -90.658    
 192.9583  23   0  19.691      39.383      25.085      11.058      5.5630      307.52      1013.9     -2.6510      317.27     -89.942    
 192.9792  23  30  47.446      6.7970      24.750      11.036      5.6840      308.86      1014.0     -2.5710      316.11     -89.054    
 193.0000   0   0  38.050      14.478      24.467      11.134      5.3160      309.08      1014.1     -2.5540      314.37     -88.974    
 193.0208   0  30  41.489     -9.3790      24.024      11.121      5.7420      307.33      1014.1     -2.5760      312.58     -88.507    
 193.0417   1   0  26.210      20.761      23.611      11.090      5.1010      309.40      1014.2     -2.6090      311.17     -87.804    
 193.0625   1  30  35.173      7.4300      23.223      11.137      4.4810      309.52      1014.2     -2.6910      309.50     -87.473    
 193.0833   2   0  42.129      5.0930      22.733      11.079      4.7360      298.30      1014.0     -2.6450      307.53     -86.982    
 193.1042   2  30  37.939     -3.3530      22.532      11.129      4.7610      300.71      1013.9     -2.4700      306.37     -86.649    
 193.1250   3   0  24.403      12.626      22.196      10.961      5.4660      304.61      1013.9     -2.5360      304.57     -86.735    
 193.1458   3  30  35.326      20.629      21.927      10.866      5.5460      303.70      1013.7     -2.4620      302.65     -87.154    
 193.1667   4   0  46.592      19.623      21.667      10.828      5.5920      305.94      1013.6     -2.4870      300.76     -87.636    
 193.1875   4  30  35.656      5.9310      21.313      10.788      4.8220      303.57      1013.6     -2.6080      298.92     -87.888    
 193.2083   5   0  42.458      28.517      21.175      10.740      5.1060      306.95      1013.6     -2.4000      298.06     -87.604    
 193.2292   5  30  37.564      10.536      21.087      10.642      3.4810      324.30      1013.6     -2.6350      297.67     -87.420    
 193.2500   6   0  37.845      37.008      20.820      10.664      4.1390      321.56      1013.7     -2.0860      296.20     -87.150    
 193.2708   6  30  39.169      24.285      20.763      10.772      3.7550      324.53      1013.8      4.5570      295.33     -82.299    
 193.2917   7   0  54.793      14.534      20.541      10.551      4.2540      322.23      1013.9      50.595      292.65     -53.875    
 193.3125   7  30  72.373      38.263      20.442      10.282      4.9140      325.64      1014.0      112.70      291.45     -19.182    
 193.3333   8   0  79.720      26.522      20.662      10.124      4.3850      321.04      1014.1      191.35      291.99      36.492    
 193.3542   8  30  108.91      19.282      20.877      9.7610      3.9230      317.83      1014.1      277.60      293.26      101.57    
 193.3750   9   0  131.64      25.984      21.150      9.5560      4.1930      320.51      1014.1      361.20      294.70      164.37    
 193.3958   9  30  160.27      27.491      21.553      9.5400      3.7500      320.26      1014.1      442.65      297.54      225.65    
 193.4167  10   0  164.71      29.261      22.142      9.7020      3.7210      317.70      1013.9      532.05      302.12      296.65    
 193.4375  10  30  216.97      24.988      22.683      9.7590      3.6290      304.41      1013.8      621.65      305.77      367.76    
 193.4583  11   0  252.89      51.876      23.081      9.9650      3.6240      294.11      1013.9      700.40      309.79      430.63    
 193.4792  11  30  287.05     -999.00      23.488     -999.00      4.2070      298.74      1013.9      771.00      312.87      488.50    
 193.5000  12   0  295.78     -999.00      23.788     -999.00      4.8360      297.00      1013.8      828.00      314.12      532.35    
 193.5208  12  30  346.51      56.392      24.185      9.4140      4.4740      304.10      1013.8      869.00      316.99      565.45    
 193.5417  13   0  376.87      56.015      24.778      8.9870      4.3230      300.65      1013.8      896.50      319.44      587.23    
